#tstp   Ax    Ay
1040  1.47082  1.47082
1041  1.42358  1.42358
1042  1.37615  1.37615
1043  1.32855  1.32855
1044  1.28079  1.28079
1045  1.23286  1.23286
1046  1.18478  1.18478
1047  1.13655  1.13655
1048  1.08817  1.08817
1049  1.03965  1.03965
1050  0.991008  0.991008
1051  0.942236  0.942236
1052  0.893345  0.893345
1053  0.844341  0.844341
1054  0.79523  0.79523
1055  0.746017  0.746017
1056  0.696711  0.696711
1057  0.647316  0.647316
1058  0.597839  0.597839
1059  0.548286  0.548286
1060  0.498663  0.498663
1061  0.448978  0.448978
1062  0.399235  0.399235
1063  0.349441  0.349441
1064  0.299604  0.299604
1065  0.249728  0.249728
1066  0.19982  0.19982
1067  0.149887  0.149887
1068  0.0999355  0.0999355
1069  0.0499709  0.0499709
1070  -0  -0
1071  -0.0499709  -0.0499709
1072  -0.0999355  -0.0999355
1073  -0.149887  -0.149887
1074  -0.19982  -0.19982
1075  -0.249728  -0.249728
1076  -0.299604  -0.299604
1077  -0.349441  -0.349441
1078  -0.399235  -0.399235
1079  -0.448978  -0.448978
1080  -0.498663  -0.498663
1081  -0.548286  -0.548286
1082  -0.597839  -0.597839
1083  -0.647316  -0.647316
1084  -0.696711  -0.696711
1085  -0.746017  -0.746017
1086  -0.79523  -0.79523
1087  -0.844341  -0.844341
1088  -0.893345  -0.893345
1089  -0.942236  -0.942236
1090  -0.991008  -0.991008
1091  -1.03965  -1.03965
1092  -1.08817  -1.08817
1093  -1.13655  -1.13655
1094  -1.18478  -1.18478
1095  -1.23286  -1.23286
1096  -1.28079  -1.28079
1097  -1.32855  -1.32855
1098  -1.37615  -1.37615
1099  -1.42358  -1.42358
1100  -1.47082  -1.47082
1101  -1.51788  -1.51788
1102  -1.56474  -1.56474
1103  -1.61141  -1.61141
1104  -1.65788  -1.65788
1105  -1.70414  -1.70414
1106  -1.75018  -1.75018
1107  -1.796  -1.796
1108  -1.8416  -1.8416
1109  -1.88697  -1.88697
1110  -1.93209  -1.93209
1111  -1.97698  -1.97698
1112  -2.02162  -2.02162
1113  -2.066  -2.066
1114  -2.11012  -2.11012
1115  -2.15398  -2.15398
1116  -2.19757  -2.19757
1117  -2.24089  -2.24089
1118  -2.28392  -2.28392
1119  -2.32667  -2.32667
1120  -2.36913  -2.36913
1121  -2.41129  -2.41129
1122  -2.45316  -2.45316
1123  -2.49471  -2.49471
1124  -2.53596  -2.53596
1125  -2.57689  -2.57689
1126  -2.6175  -2.6175
1127  -2.65778  -2.65778
1128  -2.69773  -2.69773
1129  -2.73735  -2.73735
1130  -2.77663  -2.77663
1131  -2.81557  -2.81557
1132  -2.85415  -2.85415
1133  -2.89239  -2.89239
1134  -2.93027  -2.93027
1135  -2.96778  -2.96778
1136  -3.00493  -3.00493
1137  -3.04171  -3.04171
1138  -3.07811  -3.07811
1139  -3.11414  -3.11414
1140  -3.14978  -3.14978
1141  -3.18504  -3.18504
1142  -3.21991  -3.21991
1143  -3.25438  -3.25438
1144  -3.28845  -3.28845
1145  -3.32212  -3.32212
1146  -3.35539  -3.35539
1147  -3.38825  -3.38825
1148  -3.42069  -3.42069
1149  -3.45272  -3.45272
1150  -3.48433  -3.48433
1151  -3.51551  -3.51551
1152  -3.54627  -3.54627
1153  -3.5766  -3.5766
1154  -3.6065  -3.6065
1155  -3.63596  -3.63596
1156  -3.66499  -3.66499
1157  -3.69357  -3.69357
1158  -3.7217  -3.7217
1159  -3.74939  -3.74939
1160  -3.77663  -3.77663
1161  -3.80342  -3.80342
1162  -3.82975  -3.82975
1163  -3.85563  -3.85563
1164  -3.88104  -3.88104
1165  -3.906  -3.906
1166  -3.93048  -3.93048
1167  -3.9545  -3.9545
1168  -3.97806  -3.97806
1169  -4.00114  -4.00114
1170  -4.02374  -4.02374
1171  -4.04588  -4.04588
1172  -4.06753  -4.06753
1173  -4.08871  -4.08871
1174  -4.10941  -4.10941
1175  -4.12962  -4.12962
1176  -4.14935  -4.14935
1177  -4.1686  -4.1686
1178  -4.18736  -4.18736
1179  -4.20563  -4.20563
1180  -4.22341  -4.22341
1181  -4.2407  -4.2407
1182  -4.25751  -4.25751
1183  -4.27382  -4.27382
1184  -4.28963  -4.28963
1185  -4.30495  -4.30495
1186  -4.31978  -4.31978
1187  -4.33411  -4.33411
1188  -4.34795  -4.34795
1189  -4.36129  -4.36129
1190  -4.37413  -4.37413
1191  -4.38647  -4.38647
1192  -4.39832  -4.39832
1193  -4.40967  -4.40967
1194  -4.42051  -4.42051
1195  -4.43086  -4.43086
1196  -4.44072  -4.44072
1197  -4.45007  -4.45007
1198  -4.45892  -4.45892
1199  -4.46728  -4.46728
1200  -4.47514  -4.47514
1201  -4.4825  -4.4825
1202  -4.48936  -4.48936
1203  -4.49572  -4.49572
1204  -4.50159  -4.50159
1205  -4.50697  -4.50697
1206  -4.51184  -4.51184
1207  -4.51623  -4.51623
1208  -4.52012  -4.52012
1209  -4.52352  -4.52352
1210  -4.52642  -4.52642
1211  -4.52884  -4.52884
1212  -4.53076  -4.53076
1213  -4.5322  -4.5322
1214  -4.53315  -4.53315
1215  -4.53361  -4.53361
1216  -4.53359  -4.53359
1217  -4.53309  -4.53309
1218  -4.5321  -4.5321
1219  -4.53064  -4.53064
1220  -4.5287  -4.5287
1221  -4.52628  -4.52628
1222  -4.52338  -4.52338
1223  -4.52001  -4.52001
1224  -4.51618  -4.51618
1225  -4.51187  -4.51187
1226  -4.5071  -4.5071
1227  -4.50186  -4.50186
1228  -4.49615  -4.49615
1229  -4.48999  -4.48999
1230  -4.48337  -4.48337
1231  -4.4763  -4.4763
1232  -4.46877  -4.46877
1233  -4.46079  -4.46079
1234  -4.45236  -4.45236
1235  -4.44348  -4.44348
1236  -4.43417  -4.43417
1237  -4.42441  -4.42441
1238  -4.41421  -4.41421
1239  -4.40358  -4.40358
1240  -4.39252  -4.39252
1241  -4.38103  -4.38103
1242  -4.36911  -4.36911
1243  -4.35677  -4.35677
1244  -4.34401  -4.34401
1245  -4.33084  -4.33084
1246  -4.31724  -4.31724
1247  -4.30324  -4.30324
1248  -4.28884  -4.28884
1249  -4.27403  -4.27403
1250  -4.25881  -4.25881
1251  -4.24321  -4.24321
1252  -4.2272  -4.2272
1253  -4.21081  -4.21081
1254  -4.19403  -4.19403
1255  -4.17687  -4.17687
1256  -4.15933  -4.15933
1257  -4.14142  -4.14142
1258  -4.12313  -4.12313
1259  -4.10448  -4.10448
1260  -4.08546  -4.08546
1261  -4.06609  -4.06609
1262  -4.04635  -4.04635
1263  -4.02627  -4.02627
1264  -4.00584  -4.00584
1265  -3.98506  -3.98506
1266  -3.96394  -3.96394
1267  -3.94249  -3.94249
1268  -3.9207  -3.9207
1269  -3.89859  -3.89859
1270  -3.87616  -3.87616
1271  -3.8534  -3.8534
1272  -3.83033  -3.83033
1273  -3.80695  -3.80695
1274  -3.78327  -3.78327
1275  -3.75928  -3.75928
1276  -3.735  -3.735
1277  -3.71042  -3.71042
1278  -3.68555  -3.68555
1279  -3.6604  -3.6604
1280  -3.63497  -3.63497
1281  -3.60927  -3.60927
1282  -3.58329  -3.58329
1283  -3.55705  -3.55705
1284  -3.53055  -3.53055
1285  -3.50379  -3.50379
1286  -3.47678  -3.47678
1287  -3.44952  -3.44952
1288  -3.42201  -3.42201
1289  -3.39427  -3.39427
1290  -3.3663  -3.3663
1291  -3.3381  -3.3381
1292  -3.30967  -3.30967
1293  -3.28102  -3.28102
1294  -3.25216  -3.25216
1295  -3.22309  -3.22309
1296  -3.19382  -3.19382
1297  -3.16434  -3.16434
1298  -3.13467  -3.13467
1299  -3.10481  -3.10481
1300  -3.07476  -3.07476
1301  -3.04453  -3.04453
1302  -3.01412  -3.01412
1303  -2.98355  -2.98355
1304  -2.9528  -2.9528
1305  -2.9219  -2.9219
1306  -2.89084  -2.89084
1307  -2.85962  -2.85962
1308  -2.82826  -2.82826
1309  -2.79675  -2.79675
1310  -2.76511  -2.76511
1311  -2.73334  -2.73334
1312  -2.70144  -2.70144
1313  -2.66941  -2.66941
1314  -2.63727  -2.63727
1315  -2.60501  -2.60501
1316  -2.57264  -2.57264
1317  -2.54017  -2.54017
1318  -2.5076  -2.5076
1319  -2.47494  -2.47494
1320  -2.44218  -2.44218
1321  -2.40934  -2.40934
1322  -2.37643  -2.37643
1323  -2.34343  -2.34343
1324  -2.31037  -2.31037
1325  -2.27724  -2.27724
1326  -2.24405  -2.24405
1327  -2.2108  -2.2108
1328  -2.1775  -2.1775
1329  -2.14415  -2.14415
1330  -2.11076  -2.11076
1331  -2.07734  -2.07734
1332  -2.04388  -2.04388
1333  -2.01039  -2.01039
1334  -1.97688  -1.97688
1335  -1.94334  -1.94334
1336  -1.9098  -1.9098
1337  -1.87624  -1.87624
1338  -1.84268  -1.84268
1339  -1.80911  -1.80911
1340  -1.77555  -1.77555
1341  -1.742  -1.742
1342  -1.70845  -1.70845
1343  -1.67493  -1.67493
1344  -1.64142  -1.64142
1345  -1.60794  -1.60794
1346  -1.57449  -1.57449
1347  -1.54107  -1.54107
1348  -1.50769  -1.50769
1349  -1.47435  -1.47435
1350  -1.44106  -1.44106
1351  -1.40782  -1.40782
1352  -1.37463  -1.37463
1353  -1.3415  -1.3415
1354  -1.30844  -1.30844
1355  -1.27544  -1.27544
1356  -1.24251  -1.24251
1357  -1.20965  -1.20965
1358  -1.17688  -1.17688
1359  -1.14418  -1.14418
1360  -1.11157  -1.11157
1361  -1.07905  -1.07905
1362  -1.04663  -1.04663
1363  -1.0143  -1.0143
1364  -0.982079  -0.982079
1365  -0.949959  -0.949959
1366  -0.917947  -0.917947
1367  -0.886048  -0.886048
1368  -0.854264  -0.854264
1369  -0.8226  -0.8226
1370  -0.791059  -0.791059
1371  -0.759644  -0.759644
1372  -0.728359  -0.728359
1373  -0.697207  -0.697207
1374  -0.666191  -0.666191
1375  -0.635315  -0.635315
1376  -0.604582  -0.604582
1377  -0.573995  -0.573995
1378  -0.543558  -0.543558
1379  -0.513273  -0.513273
1380  -0.483144  -0.483144
1381  -0.453174  -0.453174
1382  -0.423365  -0.423365
1383  -0.39372  -0.39372
1384  -0.364244  -0.364244
1385  -0.334937  -0.334937
1386  -0.305804  -0.305804
1387  -0.276847  -0.276847
1388  -0.248069  -0.248069
1389  -0.219472  -0.219472
1390  -0.191059  -0.191059
1391  -0.162833  -0.162833
1392  -0.134796  -0.134796
1393  -0.106951  -0.106951
1394  -0.0793007  -0.0793007
1395  -0.0518468  -0.0518468
1396  -0.024592  -0.024592
1397  0.00246143  0.00246143
1398  0.0293111  0.0293111
1399  0.0559548  0.0559548
1400  0.0823903  0.0823903
1401  0.108616  0.108616
1402  0.134628  0.134628
1403  0.160427  0.160427
1404  0.186008  0.186008
1405  0.211372  0.211372
1406  0.236515  0.236515
1407  0.261435  0.261435
1408  0.286132  0.286132
1409  0.310602  0.310602
1410  0.334845  0.334845
1411  0.358859  0.358859
1412  0.382642  0.382642
1413  0.406192  0.406192
1414  0.429508  0.429508
1415  0.452589  0.452589
1416  0.475432  0.475432
1417  0.498037  0.498037
1418  0.520402  0.520402
1419  0.542526  0.542526
1420  0.564408  0.564408
1421  0.586046  0.586046
1422  0.607439  0.607439
1423  0.628586  0.628586
1424  0.649486  0.649486
1425  0.670138  0.670138
1426  0.690541  0.690541
1427  0.710694  0.710694
1428  0.730596  0.730596
1429  0.750246  0.750246
1430  0.769644  0.769644
1431  0.788788  0.788788
1432  0.807678  0.807678
1433  0.826314  0.826314
1434  0.844693  0.844693
1435  0.862817  0.862817
1436  0.880684  0.880684
1437  0.898295  0.898295
1438  0.915647  0.915647
1439  0.932742  0.932742
1440  0.949578  0.949578
1441  0.966156  0.966156
1442  0.982475  0.982475
1443  0.998534  0.998534
1444  1.01433  1.01433
1445  1.02988  1.02988
1446  1.04516  1.04516
1447  1.06018  1.06018
1448  1.07494  1.07494
1449  1.08944  1.08944
1450  1.10368  1.10368
1451  1.11766  1.11766
1452  1.13139  1.13139
1453  1.14485  1.14485
1454  1.15805  1.15805
1455  1.171  1.171
1456  1.18369  1.18369
1457  1.19611  1.19611
1458  1.20828  1.20828
1459  1.2202  1.2202
1460  1.23185  1.23185
1461  1.24325  1.24325
1462  1.25439  1.25439
1463  1.26528  1.26528
1464  1.27591  1.27591
1465  1.28629  1.28629
1466  1.29641  1.29641
1467  1.30628  1.30628
1468  1.3159  1.3159
1469  1.32526  1.32526
1470  1.33438  1.33438
1471  1.34324  1.34324
1472  1.35186  1.35186
1473  1.36023  1.36023
1474  1.36835  1.36835
1475  1.37622  1.37622
1476  1.38385  1.38385
1477  1.39123  1.39123
1478  1.39837  1.39837
1479  1.40527  1.40527
1480  1.41193  1.41193
1481  1.41834  1.41834
1482  1.42452  1.42452
1483  1.43046  1.43046
1484  1.43616  1.43616
1485  1.44163  1.44163
1486  1.44686  1.44686
1487  1.45186  1.45186
1488  1.45663  1.45663
1489  1.46117  1.46117
1490  1.46548  1.46548
1491  1.46957  1.46957
1492  1.47342  1.47342
1493  1.47705  1.47705
1494  1.48046  1.48046
1495  1.48365  1.48365
1496  1.48662  1.48662
1497  1.48937  1.48937
1498  1.4919  1.4919
1499  1.49422  1.49422
1500  1.49632  1.49632
1501  1.49821  1.49821
1502  1.49989  1.49989
1503  1.50136  1.50136
1504  1.50263  1.50263
1505  1.50369  1.50369
1506  1.50454  1.50454
1507  1.5052  1.5052
1508  1.50565  1.50565
1509  1.50591  1.50591
1510  1.50596  1.50596
1511  1.50583  1.50583
1512  1.5055  1.5055
1513  1.50498  1.50498
1514  1.50426  1.50426
1515  1.50337  1.50337
1516  1.50228  1.50228
1517  1.50102  1.50102
1518  1.49957  1.49957
1519  1.49794  1.49794
1520  1.49613  1.49613
1521  1.49415  1.49415
1522  1.49199  1.49199
1523  1.48966  1.48966
1524  1.48716  1.48716
1525  1.48449  1.48449
1526  1.48165  1.48165
1527  1.47866  1.47866
1528  1.47549  1.47549
1529  1.47217  1.47217
1530  1.46869  1.46869
1531  1.46506  1.46506
1532  1.46127  1.46127
1533  1.45733  1.45733
1534  1.45323  1.45323
1535  1.44899  1.44899
1536  1.44461  1.44461
1537  1.44008  1.44008
1538  1.4354  1.4354
1539  1.43059  1.43059
1540  1.42564  1.42564
1541  1.42056  1.42056
1542  1.41534  1.41534
1543  1.40999  1.40999
1544  1.40451  1.40451
1545  1.3989  1.3989
1546  1.39317  1.39317
1547  1.38732  1.38732
1548  1.38134  1.38134
1549  1.37524  1.37524
1550  1.36903  1.36903
1551  1.3627  1.3627
1552  1.35627  1.35627
1553  1.34972  1.34972
1554  1.34306  1.34306
1555  1.33629  1.33629
1556  1.32942  1.32942
1557  1.32245  1.32245
1558  1.31538  1.31538
1559  1.30821  1.30821
1560  1.30094  1.30094
1561  1.29358  1.29358
1562  1.28613  1.28613
1563  1.27859  1.27859
1564  1.27096  1.27096
1565  1.26324  1.26324
1566  1.25544  1.25544
1567  1.24756  1.24756
1568  1.2396  1.2396
1569  1.23156  1.23156
1570  1.22344  1.22344
1571  1.21525  1.21525
1572  1.20699  1.20699
1573  1.19866  1.19866
1574  1.19027  1.19027
1575  1.1818  1.1818
1576  1.17327  1.17327
1577  1.16468  1.16468
1578  1.15603  1.15603
1579  1.14733  1.14733
1580  1.13856  1.13856
1581  1.12974  1.12974
1582  1.12087  1.12087
1583  1.11195  1.11195
1584  1.10298  1.10298
1585  1.09397  1.09397
1586  1.0849  1.0849
1587  1.0758  1.0758
1588  1.06666  1.06666
1589  1.05747  1.05747
1590  1.04825  1.04825
1591  1.03899  1.03899
1592  1.0297  1.0297
1593  1.02037  1.02037
1594  1.01102  1.01102
1595  1.00164  1.00164
1596  0.992226  0.992226
1597  0.98279  0.98279
1598  0.973331  0.973331
1599  0.96385  0.96385
1600  0.954349  0.954349
1601  0.94483  0.94483
1602  0.935293  0.935293
1603  0.925742  0.925742
1604  0.916176  0.916176
1605  0.906599  0.906599
1606  0.897011  0.897011
1607  0.887415  0.887415
1608  0.877811  0.877811
1609  0.868201  0.868201
1610  0.858588  0.858588
1611  0.848971  0.848971
1612  0.839354  0.839354
1613  0.829736  0.829736
1614  0.82012  0.82012
1615  0.810508  0.810508
1616  0.8009  0.8009
1617  0.791298  0.791298
1618  0.781704  0.781704
1619  0.772119  0.772119
1620  0.762543  0.762543
1621  0.752979  0.752979
1622  0.743428  0.743428
1623  0.733892  0.733892
1624  0.724371  0.724371
1625  0.714866  0.714866
1626  0.70538  0.70538
1627  0.695913  0.695913
1628  0.686466  0.686466
1629  0.677041  0.677041
1630  0.667639  0.667639
1631  0.658262  0.658262
1632  0.648909  0.648909
1633  0.639583  0.639583
1634  0.630285  0.630285
1635  0.621015  0.621015
1636  0.611775  0.611775
1637  0.602566  0.602566
1638  0.593388  0.593388
1639  0.584244  0.584244
1640  0.575134  0.575134
1641  0.566059  0.566059
1642  0.557019  0.557019
1643  0.548017  0.548017
1644  0.539052  0.539052
1645  0.530127  0.530127
1646  0.521241  0.521241
1647  0.512396  0.512396
1648  0.503592  0.503592
1649  0.494831  0.494831
1650  0.486114  0.486114
1651  0.47744  0.47744
1652  0.468811  0.468811
1653  0.460228  0.460228
1654  0.451692  0.451692
1655  0.443203  0.443203
1656  0.434762  0.434762
1657  0.426369  0.426369
1658  0.418027  0.418027
1659  0.409734  0.409734
1660  0.401492  0.401492
1661  0.393302  0.393302
1662  0.385164  0.385164
1663  0.377079  0.377079
1664  0.369048  0.369048
1665  0.36107  0.36107
1666  0.353148  0.353148
1667  0.34528  0.34528
1668  0.337468  0.337468
1669  0.329713  0.329713
1670  0.322014  0.322014
1671  0.314372  0.314372
1672  0.306789  0.306789
1673  0.299264  0.299264
1674  0.291797  0.291797
1675  0.28439  0.28439
1676  0.277042  0.277042
1677  0.269754  0.269754
1678  0.262527  0.262527
1679  0.255361  0.255361
1680  0.248255  0.248255
1681  0.241212  0.241212
1682  0.23423  0.23423
1683  0.22731  0.22731
1684  0.220453  0.220453
1685  0.213658  0.213658
1686  0.206927  0.206927
1687  0.200259  0.200259
1688  0.193654  0.193654
1689  0.187113  0.187113
1690  0.180636  0.180636
1691  0.174224  0.174224
1692  0.167876  0.167876
1693  0.161592  0.161592
1694  0.155373  0.155373
1695  0.149219  0.149219
1696  0.14313  0.14313
1697  0.137107  0.137107
1698  0.131148  0.131148
1699  0.125255  0.125255
1700  0.119428  0.119428
1701  0.113666  0.113666
1702  0.107969  0.107969
1703  0.102338  0.102338
1704  0.0967734  0.0967734
1705  0.091274  0.091274
1706  0.0858404  0.0858404
1707  0.0804726  0.0804726
1708  0.0751705  0.0751705
1709  0.0699341  0.0699341
1710  0.0647634  0.0647634
1711  0.0596583  0.0596583
1712  0.0546188  0.0546188
1713  0.0496448  0.0496448
1714  0.0447363  0.0447363
1715  0.0398932  0.0398932
1716  0.0351153  0.0351153
1717  0.0304025  0.0304025
1718  0.0257549  0.0257549
1719  0.0211721  0.0211721
1720  0.0166541  0.0166541
1721  0.0122007  0.0122007
1722  0.00781186  0.00781186
1723  0.00348729  0.00348729
1724  -0.000773134  -0.000773134
1725  -0.0049696  -0.0049696
1726  -0.0091023  -0.0091023
1727  -0.0131714  -0.0131714
1728  -0.0171772  -0.0171772
1729  -0.0211199  -0.0211199
1730  -0.0249996  -0.0249996
1731  -0.0288167  -0.0288167
1732  -0.0325713  -0.0325713
1733  -0.0362637  -0.0362637
1734  -0.0398942  -0.0398942
1735  -0.0434631  -0.0434631
1736  -0.0469706  -0.0469706
1737  -0.0504169  -0.0504169
1738  -0.0538025  -0.0538025
1739  -0.0571275  -0.0571275
1740  -0.0603923  -0.0603923
1741  -0.0635972  -0.0635972
1742  -0.0667425  -0.0667425
1743  -0.0698285  -0.0698285
1744  -0.0728555  -0.0728555
1745  -0.075824  -0.075824
1746  -0.0787342  -0.0787342
1747  -0.0815864  -0.0815864
1748  -0.0843811  -0.0843811
1749  -0.0871185  -0.0871185
1750  -0.0897991  -0.0897991
1751  -0.0924232  -0.0924232
1752  -0.0949911  -0.0949911
1753  -0.0975034  -0.0975034
1754  -0.0999602  -0.0999602
1755  -0.102362  -0.102362
1756  -0.104709  -0.104709
1757  -0.107003  -0.107003
1758  -0.109242  -0.109242
1759  -0.111428  -0.111428
1760  -0.113561  -0.113561
1761  -0.115641  -0.115641
1762  -0.11767  -0.11767
1763  -0.119646  -0.119646
1764  -0.121572  -0.121572
1765  -0.123446  -0.123446
1766  -0.12527  -0.12527
1767  -0.127044  -0.127044
1768  -0.128769  -0.128769
1769  -0.130444  -0.130444
1770  -0.132071  -0.132071
1771  -0.133649  -0.133649
1772  -0.13518  -0.13518
1773  -0.136663  -0.136663
1774  -0.138099  -0.138099
1775  -0.139489  -0.139489
1776  -0.140833  -0.140833
1777  -0.142132  -0.142132
1778  -0.143385  -0.143385
1779  -0.144594  -0.144594
1780  -0.145759  -0.145759
1781  -0.14688  -0.14688
1782  -0.147958  -0.147958
1783  -0.148993  -0.148993
1784  -0.149986  -0.149986
1785  -0.150937  -0.150937
1786  -0.151847  -0.151847
1787  -0.152716  -0.152716
1788  -0.153544  -0.153544
1789  -0.154333  -0.154333
1790  -0.155082  -0.155082
1791  -0.155793  -0.155793
1792  -0.156464  -0.156464
1793  -0.157098  -0.157098
1794  -0.157695  -0.157695
1795  -0.158254  -0.158254
1796  -0.158776  -0.158776
1797  -0.159263  -0.159263
1798  -0.159714  -0.159714
1799  -0.16013  -0.16013
1800  -0.160511  -0.160511
1801  -0.160858  -0.160858
1802  -0.161171  -0.161171
1803  -0.161451  -0.161451
1804  -0.161698  -0.161698
1805  -0.161913  -0.161913
1806  -0.162096  -0.162096
1807  -0.162248  -0.162248
1808  -0.162368  -0.162368
1809  -0.162459  -0.162459
1810  -0.162519  -0.162519
1811  -0.16255  -0.16255
1812  -0.162551  -0.162551
1813  -0.162525  -0.162525
1814  -0.16247  -0.16247
1815  -0.162387  -0.162387
1816  -0.162277  -0.162277
1817  -0.16214  -0.16214
1818  -0.161977  -0.161977
1819  -0.161788  -0.161788
1820  -0.161574  -0.161574
1821  -0.161335  -0.161335
1822  -0.161071  -0.161071
1823  -0.160783  -0.160783
1824  -0.160472  -0.160472
1825  -0.160137  -0.160137
1826  -0.15978  -0.15978
1827  -0.1594  -0.1594
1828  -0.158998  -0.158998
1829  -0.158575  -0.158575
1830  -0.158131  -0.158131
1831  -0.157666  -0.157666
1832  -0.157181  -0.157181
1833  -0.156676  -0.156676
1834  -0.156152  -0.156152
1835  -0.155609  -0.155609
1836  -0.155048  -0.155048
1837  -0.154468  -0.154468
1838  -0.15387  -0.15387
1839  -0.153255  -0.153255
1840  -0.152624  -0.152624
1841  -0.151975  -0.151975
1842  -0.151311  -0.151311
1843  -0.150631  -0.150631
1844  -0.149935  -0.149935
1845  -0.149225  -0.149225
1846  -0.148499  -0.148499
1847  -0.14776  -0.14776
1848  -0.147007  -0.147007
1849  -0.14624  -0.14624
1850  -0.14546  -0.14546
1851  -0.144668  -0.144668
1852  -0.143863  -0.143863
1853  -0.143046  -0.143046
1854  -0.142217  -0.142217
1855  -0.141377  -0.141377
1856  -0.140526  -0.140526
1857  -0.139665  -0.139665
1858  -0.138793  -0.138793
1859  -0.137911  -0.137911
1860  -0.13702  -0.13702
1861  -0.136119  -0.136119
1862  -0.13521  -0.13521
1863  -0.134291  -0.134291
1864  -0.133365  -0.133365
1865  -0.13243  -0.13243
1866  -0.131488  -0.131488
1867  -0.130538  -0.130538
1868  -0.129581  -0.129581
1869  -0.128618  -0.128618
1870  -0.127648  -0.127648
1871  -0.126672  -0.126672
1872  -0.12569  -0.12569
1873  -0.124702  -0.124702
1874  -0.123709  -0.123709
1875  -0.122711  -0.122711
1876  -0.121709  -0.121709
1877  -0.120701  -0.120701
1878  -0.11969  -0.11969
1879  -0.118675  -0.118675
1880  -0.117656  -0.117656
1881  -0.116633  -0.116633
1882  -0.115607  -0.115607
1883  -0.114579  -0.114579
1884  -0.113548  -0.113548
1885  -0.112514  -0.112514
1886  -0.111478  -0.111478
1887  -0.110441  -0.110441
1888  -0.109401  -0.109401
1889  -0.10836  -0.10836
1890  -0.107318  -0.107318
1891  -0.106275  -0.106275
1892  -0.105231  -0.105231
1893  -0.104186  -0.104186
1894  -0.103141  -0.103141
1895  -0.102096  -0.102096
1896  -0.101051  -0.101051
1897  -0.100006  -0.100006
1898  -0.0989619  -0.0989619
1899  -0.0979182  -0.0979182
1900  -0.0968752  -0.0968752
1901  -0.0958333  -0.0958333
1902  -0.0947926  -0.0947926
1903  -0.0937533  -0.0937533
1904  -0.0927155  -0.0927155
1905  -0.0916795  -0.0916795
1906  -0.0906453  -0.0906453
1907  -0.0896133  -0.0896133
1908  -0.0885835  -0.0885835
1909  -0.0875561  -0.0875561
1910  -0.0865313  -0.0865313
1911  -0.0855092  -0.0855092
1912  -0.08449  -0.08449
1913  -0.0834738  -0.0834738
1914  -0.0824607  -0.0824607
1915  -0.081451  -0.081451
1916  -0.0804447  -0.0804447
1917  -0.0794421  -0.0794421
1918  -0.0784431  -0.0784431
1919  -0.077448  -0.077448
1920  -0.0764569  -0.0764569
1921  -0.0754698  -0.0754698
1922  -0.074487  -0.074487
1923  -0.0735086  -0.0735086
1924  -0.0725346  -0.0725346
1925  -0.0715652  -0.0715652
1926  -0.0706005  -0.0706005
1927  -0.0696405  -0.0696405
1928  -0.0686855  -0.0686855
1929  -0.0677354  -0.0677354
1930  -0.0667904  -0.0667904
1931  -0.0658507  -0.0658507
1932  -0.0649162  -0.0649162
1933  -0.063987  -0.063987
1934  -0.0630634  -0.0630634
1935  -0.0621452  -0.0621452
1936  -0.0612327  -0.0612327
1937  -0.060326  -0.060326
1938  -0.0594249  -0.0594249
1939  -0.0585298  -0.0585298
1940  -0.0576406  -0.0576406
1941  -0.0567573  -0.0567573
1942  -0.0558802  -0.0558802
1943  -0.0550091  -0.0550091
1944  -0.0541443  -0.0541443
1945  -0.0532857  -0.0532857
1946  -0.0524334  -0.0524334
1947  -0.0515875  -0.0515875
1948  -0.050748  -0.050748
1949  -0.0499149  -0.0499149
1950  -0.0490884  -0.0490884
1951  -0.0482684  -0.0482684
1952  -0.047455  -0.047455
1953  -0.0466483  -0.0466483
1954  -0.0458483  -0.0458483
1955  -0.045055  -0.045055
1956  -0.0442684  -0.0442684
1957  -0.0434886  -0.0434886
1958  -0.0427157  -0.0427157
1959  -0.0419496  -0.0419496
1960  -0.0411903  -0.0411903
1961  -0.040438  -0.040438
1962  -0.0396926  -0.0396926
1963  -0.0389541  -0.0389541
1964  -0.0382226  -0.0382226
1965  -0.0374981  -0.0374981
1966  -0.0367806  -0.0367806
1967  -0.0360701  -0.0360701
1968  -0.0353666  -0.0353666
1969  -0.0346702  -0.0346702
1970  -0.0339808  -0.0339808
1971  -0.0332984  -0.0332984
1972  -0.0326231  -0.0326231
1973  -0.0319549  -0.0319549
1974  -0.0312938  -0.0312938
1975  -0.0306397  -0.0306397
1976  -0.0299926  -0.0299926
1977  -0.0293527  -0.0293527
1978  -0.0287197  -0.0287197
1979  -0.0280939  -0.0280939
1980  -0.0274751  -0.0274751
1981  -0.0268633  -0.0268633
1982  -0.0262586  -0.0262586
1983  -0.0256608  -0.0256608
1984  -0.0250701  -0.0250701
1985  -0.0244864  -0.0244864
1986  -0.0239097  -0.0239097
1987  -0.0233399  -0.0233399
1988  -0.0227771  -0.0227771
1989  -0.0222212  -0.0222212
1990  -0.0216722  -0.0216722
1991  -0.0211301  -0.0211301
1992  -0.0205948  -0.0205948
1993  -0.0200665  -0.0200665
1994  -0.0195449  -0.0195449
1995  -0.0190301  -0.0190301
1996  -0.0185222  -0.0185222
1997  -0.0180209  -0.0180209
1998  -0.0175264  -0.0175264
1999  -0.0170385  -0.0170385
2000  -0.0165574  -0.0165574
